ENSG0001	gene_1
ENSG0003260	gene_3260
ENSG0003261	gene_3261
ENSG0003262	gene_3262
ENSG0003263	gene_3263
ENSG0003264	gene_3264
ENSG0003265	gene_3265
ENSG0003266	gene_3266
ENSG0003267	gene_3267
ENSG0003268	gene_3268
ENSG0003269	gene_3269
ENSG0003270	gene_3270
ENSG0003271	gene_3271
ENSG0003272	gene_3272
ENSG0003273	gene_3273
ENSG0003274	gene_3274
ENSG0003275	gene_3275
ENSG0003276	gene_3276
ENSG0003277	gene_3277
ENSG0003278	gene_3278
ENSG0003279	gene_3279
ENSG0003280	gene_3280
ENSG0003281	gene_3281
ENSG0003282	gene_3282
ENSG0003283	gene_3283
ENSG0003284	gene_3284
ENSG0003285	gene_3285
ENSG0003286	gene_3286
ENSG0003287	gene_3287
ENSG0003288	gene_3288
ENSG0003289	gene_3289
ENSG0003290	gene_3290
ENSG0003291	gene_3291
ENSG0003292	gene_3292
ENSG0003293	gene_3293
ENSG0003294	gene_3294
ENSG0003295	gene_3295
ENSG0003296	gene_3296
ENSG0003297	gene_3297
ENSG0003298	gene_3298
ENSG0003299	gene_3299
ENSG0003300	gene_3300
ENSG0003301	gene_3301
ENSG0003302	gene_3302
ENSG0003303	gene_3303
ENSG0003304	gene_3304
ENSG0003305	gene_3305
ENSG0003306	gene_3306
ENSG0003307	gene_3307
ENSG0003308	gene_3308
ENSG0003309	gene_3309
ENSG0003310	gene_3310
ENSG0003311	gene_3311
ENSG0003312	gene_3312
ENSG0003313	gene_3313
ENSG0003314	gene_3314
ENSG0003315	gene_3315
ENSG0003316	gene_3316
ENSG0003317	MT-3317
ENSG0003318	MT-3318
ENSG0003319	gene_3319
ENSG0003320	gene_3320
ENSG0003321	gene_3321
ENSG0003322	gene_3322
ENSG0003323	gene_3323
ENSG0003324	gene_3324
ENSG0003325	gene_3325
ENSG0003326	gene_3326
ENSG0003327	gene_3327
ENSG0003328	gene_3328
ENSG0003329	gene_3329
ENSG0003330	gene_3330
ENSG0003331	MT-3331
ENSG0003332	gene_3332
ENSG0003333	gene_3333
ENSG0003334	gene_3334
ENSG0003335	gene_3335
ENSG0003336	gene_3336
ENSG0003337	gene_3337
ENSG0003338	gene_3338
ENSG0003339	gene_3339
ENSG0003340	gene_3340
ENSG0003341	gene_3341
ENSG0003342	gene_3342
ENSG0003343	gene_3343
ENSG0003344	gene_3344
ENSG0003345	gene_3345
ENSG0003346	gene_3346
ENSG0003347	gene_3347
ENSG0003348	gene_3348
ENSG0003349	gene_3349
ENSG0003350	gene_3350
ENSG0003351	gene_3351
ENSG0003352	MT-3352
ENSG0003353	gene_3353
ENSG0003354	gene_3354
ENSG0003355	gene_3355
ENSG0003356	gene_3356
ENSG0003357	gene_3357
ENSG0003358	gene_3358
ENSG0003359	MT-3359
ENSG0003360	gene_3360
ENSG0003361	gene_3361
ENSG0003362	gene_3362
ENSG0003363	gene_3363
ENSG0003364	gene_3364
ENSG0003365	gene_3365
ENSG0003366	gene_3366
ENSG0003367	gene_3367
ENSG0003368	gene_3368
ENSG0003369	gene_3369
ENSG0003370	gene_3370
ENSG0003371	gene_3371
ENSG0003372	gene_3372
ENSG0003373	gene_3373
ENSG0003374	gene_3374
ENSG0003375	gene_3375
ENSG0003376	gene_3376
ENSG0003377	gene_3377
ENSG0003378	gene_3378
ENSG0003379	gene_3379
ENSG0003380	gene_3380
ENSG0003381	gene_3381
ENSG0003382	gene_3382
ENSG0003383	gene_3383
ENSG0003384	gene_3384
ENSG0003385	MT-3385
ENSG0003386	gene_3386
ENSG0003387	gene_3387
ENSG0003388	gene_3388
ENSG0003389	gene_3389
ENSG0003390	gene_3390
ENSG0003391	gene_3391
ENSG0003392	gene_3392
ENSG0003393	gene_3393
ENSG0003394	MT-3394
ENSG0003395	gene_3395
ENSG0003396	gene_3396
ENSG0003397	MT-3397
ENSG0003398	gene_3398
ENSG0003399	gene_3399
ENSG0003400	gene_3400
ENSG0003401	gene_3401
ENSG0003402	MT-3402
ENSG0003403	MT-3403
ENSG0003404	MT-3404
ENSG0003405	gene_3405
ENSG0003406	gene_3406
ENSG0003407	gene_3407
ENSG0003408	gene_3408
ENSG0003409	gene_3409
ENSG0003410	gene_3410
ENSG0003411	gene_3411
ENSG0003412	gene_3412
ENSG0003413	gene_3413
ENSG0003414	gene_3414
ENSG0003415	gene_3415
ENSG0003416	gene_3416
ENSG0003417	gene_3417
ENSG0003418	MT-3418
ENSG0003419	gene_3419
ENSG0003420	gene_3420
ENSG0003421	gene_3421
ENSG0003422	gene_3422
ENSG0003423	gene_3423
ENSG0003424	gene_3424
ENSG0003425	gene_3425
ENSG0003426	gene_3426
ENSG0003427	gene_3427
ENSG0003428	gene_3428
ENSG0003429	gene_3429
ENSG0003430	gene_3430
ENSG0003431	gene_3431
ENSG0003432	gene_3432
ENSG0003433	gene_3433
ENSG0003434	gene_3434
ENSG0003435	gene_3435
ENSG0003436	gene_3436
ENSG0003437	gene_3437
ENSG0003438	gene_3438
ENSG0003439	gene_3439
ENSG0003440	gene_3440
ENSG0003441	gene_3441
ENSG0003442	MT-3442
ENSG0003443	gene_3443
ENSG0003444	gene_3444
ENSG0003445	gene_3445
ENSG0003446	MT-3446
ENSG0003447	gene_3447
ENSG0003448	gene_3448
ENSG0003449	gene_3449
ENSG0003450	gene_3450
ENSG0003451	gene_3451
ENSG0003452	gene_3452
ENSG0003453	gene_3453
ENSG0003454	gene_3454
ENSG0003455	gene_3455
ENSG0003456	gene_3456
ENSG0003457	gene_3457
ENSG0003458	gene_3458
ENSG0003459	gene_3459
ENSG0003460	MT-3460
ENSG0003461	gene_3461
ENSG0003462	gene_3462
ENSG0003463	gene_3463
ENSG0003464	gene_3464
ENSG0003465	gene_3465
ENSG0003466	gene_3466
ENSG0003467	gene_3467
ENSG0003468	gene_3468
ENSG0003469	gene_3469
ENSG0003470	MT-3470
ENSG0003471	gene_3471
ENSG0003472	gene_3472
ENSG0003473	gene_3473
ENSG0003474	gene_3474
ENSG0003475	gene_3475
ENSG0003476	gene_3476
ENSG0003477	gene_3477
ENSG0003478	gene_3478
ENSG0003479	gene_3479
ENSG0003480	gene_3480
ENSG0003481	gene_3481
ENSG0003482	gene_3482
ENSG0003483	gene_3483
ENSG0003484	gene_3484
ENSG0003485	gene_3485
ENSG0003486	gene_3486
ENSG0003487	gene_3487
ENSG0003488	gene_3488
ENSG0003489	gene_3489
ENSG0003490	MT-3490
ENSG0003491	gene_3491
ENSG0003492	gene_3492
ENSG0003493	MT-3493
ENSG0003494	gene_3494
ENSG0003495	gene_3495
ENSG0003496	gene_3496
ENSG0003497	gene_3497
ENSG0003498	gene_3498
ENSG0003499	gene_3499
ENSG0003500	gene_3500
ENSG0003501	gene_3501
ENSG0003502	gene_3502
ENSG0003503	gene_3503
ENSG0003504	gene_3504
ENSG0003505	gene_3505
ENSG0003506	gene_3506
ENSG0003507	gene_3507
ENSG0003508	gene_3508
ENSG0003509	MT-3509
ENSG0003510	gene_3510
ENSG0003511	gene_3511
ENSG0003512	gene_3512
ENSG0003513	MT-3513
ENSG0003514	gene_3514
ENSG0003515	gene_3515
ENSG0003516	gene_3516
ENSG0003517	gene_3517
ENSG0003518	gene_3518
ENSG0003519	gene_3519
ENSG0003520	gene_3520
ENSG0003521	gene_3521
ENSG0003522	gene_3522
ENSG0003523	MT-3523
ENSG0003524	MT-3524
ENSG0003525	gene_3525
ENSG0003526	gene_3526
ENSG0003527	gene_3527
ENSG0003528	gene_3528
ENSG0003529	MT-3529
ENSG0003530	gene_3530
ENSG0003531	MT-3531
ENSG0003532	gene_3532
ENSG0003533	gene_3533
ENSG0003534	gene_3534
ENSG0003535	gene_3535
ENSG0003536	gene_3536
ENSG0003537	gene_3537
ENSG0003538	gene_3538
ENSG0003539	gene_3539
ENSG0003540	gene_3540
ENSG0003541	gene_3541
ENSG0003542	gene_3542
ENSG0003543	gene_3543
ENSG0003544	gene_3544
ENSG0003545	gene_3545
ENSG0003546	gene_3546
ENSG0003547	MT-3547
ENSG0003548	gene_3548
ENSG0003549	gene_3549
ENSG0003550	gene_3550
ENSG0003551	gene_3551
ENSG0003552	MT-3552
ENSG0003553	gene_3553
ENSG0003554	MT-3554
ENSG0003555	MT-3555
ENSG0003556	gene_3556
ENSG0003557	MT-3557
ENSG0003558	gene_3558
ENSG0003559	MT-3559
ENSG0003560	gene_3560
ENSG0003561	gene_3561
ENSG0003562	gene_3562
ENSG0003563	gene_3563
ENSG0003564	MT-3564
ENSG0003565	gene_3565
ENSG0003566	MT-3566
ENSG0003567	gene_3567
ENSG0003568	MT-3568
ENSG0003569	gene_3569
ENSG0003570	gene_3570
ENSG0003571	gene_3571
ENSG0003572	gene_3572
ENSG0003573	gene_3573
ENSG0003574	gene_3574
ENSG0003575	gene_3575
ENSG0003576	gene_3576
ENSG0003577	gene_3577
ENSG0003578	gene_3578
ENSG0003579	gene_3579
ENSG0003580	gene_3580
ENSG0003581	gene_3581
ENSG0003582	gene_3582
ENSG0003583	gene_3583
ENSG0003584	MT-3584
ENSG0003585	gene_3585
ENSG0003586	gene_3586
ENSG0003587	gene_3587
ENSG0003588	MT-3588
ENSG0003589	MT-3589
ENSG0003590	gene_3590
ENSG0003591	MT-3591
ENSG0003592	gene_3592
ENSG0003593	gene_3593
ENSG0003594	gene_3594
ENSG0003595	gene_3595
ENSG0003596	gene_3596
ENSG0003597	gene_3597
ENSG0003598	gene_3598
ENSG0003599	gene_3599
ENSG0003600	gene_3600
ENSG0003601	gene_3601
ENSG0003602	gene_3602
ENSG0003603	gene_3603
ENSG0003604	gene_3604
ENSG0003605	gene_3605
ENSG0003606	gene_3606
ENSG0003607	gene_3607
ENSG0003608	gene_3608
ENSG0003609	gene_3609
ENSG0003610	gene_3610
ENSG0003611	gene_3611
ENSG0003612	gene_3612
ENSG0003613	gene_3613
ENSG0003614	gene_3614
ENSG0003615	gene_3615
ENSG0003616	gene_3616
ENSG0003617	gene_3617
ENSG0003618	gene_3618
ENSG0003619	gene_3619
ENSG0003620	gene_3620
ENSG0003621	gene_3621
ENSG0003622	gene_3622
ENSG0003623	MT-3623
ENSG0003624	gene_3624
ENSG0003625	gene_3625
ENSG0003626	gene_3626
ENSG0003627	gene_3627
ENSG0003628	gene_3628
ENSG0003629	gene_3629
ENSG0003630	gene_3630
ENSG0003631	gene_3631
ENSG0003632	gene_3632
ENSG0003633	gene_3633
ENSG0003634	gene_3634
ENSG0003635	gene_3635
ENSG0003636	gene_3636
ENSG0003637	gene_3637
ENSG0003638	gene_3638
ENSG0003639	gene_3639
ENSG0003640	gene_3640
ENSG0003641	gene_3641
ENSG0003642	MT-3642
ENSG0003643	gene_3643
ENSG0003644	gene_3644
ENSG0003645	gene_3645
ENSG0003646	gene_3646
ENSG0003647	gene_3647
ENSG0003648	gene_3648
ENSG0003649	gene_3649
ENSG0003650	gene_3650
ENSG0003651	gene_3651
ENSG0003652	gene_3652
ENSG0003653	gene_3653
ENSG0003654	gene_3654
ENSG0003655	gene_3655
ENSG0003656	gene_3656
ENSG0003657	gene_3657
ENSG0003658	MT-3658
ENSG0003659	gene_3659
ENSG0003660	gene_3660
ENSG0003661	gene_3661
ENSG0003662	gene_3662
ENSG0003663	gene_3663
ENSG0003664	gene_3664
ENSG0003665	gene_3665
ENSG0003666	gene_3666
ENSG0003667	gene_3667
ENSG0003668	gene_3668
ENSG0003669	gene_3669
ENSG0003670	gene_3670
ENSG0003671	gene_3671
ENSG0003672	gene_3672
ENSG0003673	gene_3673
ENSG0003674	gene_3674
ENSG0003675	MT-3675
ENSG0003676	gene_3676
ENSG0003677	MT-3677
ENSG0003678	gene_3678
ENSG0003679	gene_3679
ENSG0003680	gene_3680
ENSG0003681	gene_3681
ENSG0003682	gene_3682
ENSG0003683	MT-3683
ENSG0003684	gene_3684
ENSG0003685	gene_3685
ENSG0003686	gene_3686
ENSG0003687	gene_3687
ENSG0003688	gene_3688
ENSG0003689	gene_3689
ENSG0003690	gene_3690
ENSG0003691	gene_3691
ENSG0003692	gene_3692
ENSG0003693	MT-3693
ENSG0003694	gene_3694
ENSG0003695	gene_3695
ENSG0003696	gene_3696
ENSG0003697	MT-3697
ENSG0003698	gene_3698
ENSG0003699	gene_3699
ENSG0003700	gene_3700
ENSG0003701	gene_3701
ENSG0003702	gene_3702
ENSG0003703	gene_3703
ENSG0003704	gene_3704
ENSG0003705	gene_3705
ENSG0003706	gene_3706
ENSG0003707	gene_3707
ENSG0003708	gene_3708
ENSG0003709	gene_3709
ENSG0003710	gene_3710
ENSG0003711	gene_3711
ENSG0003712	gene_3712
ENSG0003713	gene_3713
ENSG0003714	gene_3714
ENSG0003715	gene_3715
ENSG0003716	gene_3716
ENSG0003717	gene_3717
ENSG0003718	gene_3718
ENSG0003719	gene_3719
ENSG0003720	gene_3720
ENSG0003721	MT-3721
ENSG0003722	gene_3722
ENSG0003723	gene_3723
ENSG0003724	gene_3724
ENSG0003725	gene_3725
ENSG0003726	gene_3726
ENSG0003727	gene_3727
ENSG0003728	gene_3728
ENSG0003729	gene_3729
ENSG0003730	gene_3730
ENSG0003731	gene_3731
ENSG0003732	MT-3732
ENSG0003733	gene_3733
ENSG0003734	gene_3734
ENSG0003735	gene_3735
ENSG0003736	gene_3736
ENSG0003737	gene_3737
ENSG0003738	gene_3738
ENSG0003739	gene_3739
ENSG0003740	gene_3740
ENSG0003741	gene_3741
ENSG0003742	MT-3742
ENSG0003743	gene_3743
ENSG0003744	gene_3744
ENSG0003745	gene_3745
ENSG0003746	gene_3746
ENSG0003747	gene_3747
ENSG0003748	gene_3748
ENSG0003749	gene_3749
ENSG0003750	gene_3750
ENSG0003751	gene_3751
ENSG0003752	gene_3752
ENSG0003753	gene_3753
ENSG0003754	gene_3754
ENSG0003755	gene_3755
ENSG0003756	gene_3756
ENSG0003757	gene_3757
ENSG0003758	MT-3758
ENSG0003759	gene_3759
ENSG0003760	gene_3760
ENSG0003761	gene_3761
ENSG0003762	gene_3762
ENSG0003763	gene_3763
ENSG0003764	gene_3764
ENSG0003765	gene_3765
ENSG0003766	gene_3766
ENSG0003767	gene_3767
ENSG0003768	gene_3768
ENSG0003769	gene_3769
ENSG0003770	gene_3770
ENSG0003771	gene_3771
ENSG0003772	gene_3772
ENSG0003773	MT-3773
ENSG0003774	gene_3774
ENSG0003775	gene_3775
ENSG0003776	gene_3776
ENSG0003777	gene_3777
ENSG0003778	gene_3778
ENSG0003779	gene_3779
ENSG0003780	gene_3780
ENSG0003781	MT-3781
ENSG0003782	gene_3782
ENSG0003783	gene_3783
ENSG0003784	gene_3784
ENSG0003785	MT-3785
ENSG0003786	gene_3786
ENSG0003787	gene_3787
ENSG0003788	gene_3788
ENSG0003789	gene_3789
ENSG0003790	gene_3790
ENSG0003791	gene_3791
ENSG0003792	gene_3792
ENSG0003793	gene_3793
ENSG0003794	gene_3794
ENSG0003795	gene_3795
ENSG0003796	gene_3796
ENSG0003797	gene_3797
ENSG0003798	gene_3798
ENSG0003799	gene_3799
ENSG0003800	gene_3800
ENSG0003801	gene_3801
ENSG0003802	gene_3802
ENSG0003803	gene_3803
ENSG0003804	gene_3804
ENSG0003805	gene_3805
ENSG0003806	gene_3806
ENSG0003807	gene_3807
ENSG0003808	gene_3808
ENSG0003809	gene_3809
ENSG0003810	gene_3810
ENSG0003811	gene_3811
ENSG0003812	gene_3812
ENSG0003813	MT-3813
ENSG0003814	gene_3814
ENSG0003815	MT-3815
ENSG0003816	gene_3816
ENSG0003817	MT-3817
ENSG0003818	gene_3818
ENSG0003819	gene_3819
ENSG0003820	gene_3820
ENSG0003821	gene_3821
ENSG0003822	gene_3822
ENSG0003823	gene_3823
ENSG0003824	MT-3824
ENSG0003825	gene_3825
ENSG0003826	gene_3826
ENSG0003827	gene_3827
ENSG0003828	gene_3828
ENSG0003829	gene_3829
ENSG0003830	gene_3830
ENSG0003831	gene_3831
ENSG0003832	gene_3832
ENSG0003833	gene_3833
ENSG0003834	gene_3834
ENSG0003835	gene_3835
ENSG0003836	gene_3836
ENSG0003837	gene_3837
ENSG0003838	gene_3838
ENSG0003839	gene_3839
ENSG0003840	gene_3840
ENSG0003841	gene_3841
ENSG0003842	gene_3842
ENSG0003843	gene_3843
ENSG0003844	gene_3844
ENSG0003845	gene_3845
ENSG0003846	gene_3846
ENSG0003847	gene_3847
ENSG0003848	gene_3848
ENSG0003849	MT-3849
ENSG0003850	gene_3850
ENSG0003851	gene_3851
ENSG0003852	gene_3852
ENSG0003853	MT-3853
ENSG0003854	gene_3854
ENSG0003855	gene_3855
ENSG0003856	gene_3856
ENSG0003857	gene_3857
ENSG0003858	MT-3858
ENSG0003859	gene_3859
ENSG0003860	gene_3860
ENSG0003861	gene_3861
ENSG0003862	gene_3862
ENSG0003863	gene_3863
ENSG0003864	gene_3864
ENSG0003865	MT-3865
ENSG0003866	MT-3866
ENSG0003867	gene_3867
ENSG0003868	gene_3868
ENSG0003869	gene_3869
ENSG0003870	gene_3870
ENSG0003871	gene_3871
ENSG0003872	gene_3872
ENSG0003873	gene_3873
ENSG0003874	gene_3874
ENSG0003875	gene_3875
ENSG0003876	gene_3876
ENSG0003877	gene_3877
ENSG0003878	gene_3878
ENSG0003879	gene_3879
ENSG0003880	gene_3880
ENSG0003881	gene_3881
ENSG0003882	MT-3882
ENSG0003883	gene_3883
ENSG0003884	gene_3884
ENSG0003885	MT-3885
ENSG0003886	gene_3886
ENSG0003887	gene_3887
ENSG0003888	gene_3888
ENSG0003889	gene_3889
ENSG0003890	gene_3890
ENSG0003891	gene_3891
ENSG0003892	gene_3892
ENSG0003893	gene_3893
ENSG0003894	MT-3894
ENSG0003895	gene_3895
ENSG0003896	gene_3896
ENSG0003897	gene_3897
ENSG0003898	gene_3898
ENSG0003899	gene_3899
ENSG0003900	gene_3900
ENSG0003901	gene_3901
ENSG0003902	gene_3902
ENSG0003903	gene_3903
ENSG0003904	gene_3904
ENSG0003905	gene_3905
ENSG0003906	gene_3906
ENSG0003907	gene_3907
ENSG0003908	MT-3908
ENSG0003909	gene_3909
ENSG0003910	gene_3910
ENSG0003911	gene_3911
ENSG0003912	gene_3912
ENSG0003913	gene_3913
ENSG0003914	gene_3914
ENSG0003915	gene_3915
ENSG0003916	gene_3916
ENSG0003917	gene_3917
ENSG0003918	gene_3918
ENSG0003919	gene_3919
ENSG0003920	gene_3920
ENSG0003921	gene_3921
ENSG0003922	gene_3922
ENSG0003923	gene_3923
ENSG0003924	gene_3924
ENSG0003925	gene_3925
ENSG0003926	gene_3926
ENSG0003927	gene_3927
ENSG0003928	gene_3928
ENSG0003929	gene_3929
ENSG0003930	gene_3930
ENSG0003931	gene_3931
ENSG0003932	gene_3932
ENSG0003933	gene_3933
ENSG0003934	gene_3934
ENSG0003935	gene_3935
ENSG0003936	gene_3936
ENSG0003937	gene_3937
ENSG0003938	gene_3938
ENSG0003939	gene_3939
ENSG0003940	gene_3940
ENSG0003941	gene_3941
ENSG0003942	MT-3942
ENSG0003943	gene_3943
ENSG0003944	gene_3944
ENSG0003945	gene_3945
ENSG0003946	gene_3946
ENSG0003947	gene_3947
ENSG0003948	gene_3948
ENSG0003949	gene_3949
ENSG0003950	gene_3950
ENSG0003951	gene_3951
ENSG0003952	gene_3952
ENSG0003953	gene_3953
ENSG0003954	gene_3954
ENSG0003955	MT-3955
ENSG0003956	gene_3956
ENSG0003957	gene_3957
ENSG0003958	gene_3958
ENSG0003959	gene_3959
ENSG0003960	gene_3960
ENSG0003961	gene_3961
ENSG0003962	gene_3962
ENSG0003963	MT-3963
ENSG0003964	gene_3964
ENSG0003965	gene_3965
ENSG0003966	MT-3966
ENSG0003967	gene_3967
ENSG0003968	gene_3968
ENSG0003969	gene_3969
ENSG0003970	MT-3970
ENSG0003971	gene_3971
ENSG0003972	gene_3972
ENSG0003973	gene_3973
ENSG0003974	gene_3974
ENSG0003975	gene_3975
ENSG0003976	gene_3976
ENSG0003977	gene_3977
ENSG0003978	gene_3978
ENSG0003979	gene_3979
ENSG0003980	gene_3980
ENSG0003981	gene_3981
ENSG0003982	gene_3982
ENSG0003983	gene_3983
ENSG0003984	gene_3984
ENSG0003985	gene_3985
ENSG0003986	gene_3986
ENSG0003987	gene_3987
ENSG0003988	gene_3988
ENSG0003989	gene_3989
ENSG0003990	MT-3990
ENSG0003991	gene_3991
ENSG0003992	MT-3992
ENSG0003993	MT-3993
ENSG0003994	MT-3994
ENSG0003995	gene_3995
ENSG0003996	gene_3996
ENSG0003997	gene_3997
ENSG0003998	gene_3998
ENSG0003999	gene_3999
ENSG0004000	gene_4000
ENSG0004001	gene_4001
ENSG0004002	gene_4002
ENSG0004003	gene_4003
ENSG0004004	gene_4004
ENSG0004005	gene_4005
ENSG0004006	gene_4006
ENSG0004007	MT-4007
ENSG0004008	gene_4008
ENSG0004009	gene_4009
ENSG0004010	gene_4010
ENSG0004011	gene_4011
ENSG0004012	gene_4012
ENSG0004013	gene_4013
ENSG0004014	gene_4014
ENSG0004015	gene_4015
ENSG0004016	gene_4016
ENSG0004017	gene_4017
ENSG0004018	gene_4018
ENSG0004019	gene_4019
ENSG0004020	gene_4020
ENSG0004021	gene_4021
ENSG0004022	gene_4022
ENSG0004023	MT-4023
ENSG0004024	gene_4024
ENSG0004025	gene_4025
ENSG0004026	gene_4026
ENSG0004027	gene_4027
ENSG0004028	gene_4028
ENSG0004029	gene_4029
ENSG0004030	gene_4030
ENSG0004031	gene_4031
ENSG0004032	gene_4032
ENSG0004033	MT-4033
ENSG0004034	MT-4034
ENSG0004035	gene_4035
ENSG0004036	gene_4036
ENSG0004037	gene_4037
ENSG0004038	gene_4038
ENSG0004039	gene_4039
ENSG0004040	gene_4040
ENSG0004041	gene_4041
ENSG0004042	gene_4042
ENSG0004043	gene_4043
ENSG0004044	gene_4044
ENSG0004045	gene_4045
ENSG0004046	gene_4046
ENSG0004047	gene_4047
ENSG0004048	gene_4048
ENSG0004049	gene_4049
ENSG0004050	gene_4050
ENSG0004051	gene_4051
ENSG0004052	gene_4052
ENSG0004053	gene_4053
ENSG0004054	gene_4054
ENSG0004055	gene_4055
ENSG0004056	gene_4056
ENSG0004057	gene_4057
ENSG0004058	gene_4058
ENSG0004059	MT-4059
ENSG0004060	gene_4060
ENSG0004061	gene_4061
ENSG0004062	gene_4062
ENSG0004063	gene_4063
ENSG0004064	MT-4064
ENSG0004065	gene_4065
ENSG0004066	MT-4066
ENSG0004067	gene_4067
ENSG0004068	gene_4068
ENSG0004069	gene_4069
ENSG0004070	gene_4070
ENSG0004071	gene_4071
ENSG0004072	gene_4072
ENSG0004073	gene_4073
ENSG0004074	gene_4074
ENSG0004075	gene_4075
ENSG0004076	gene_4076
ENSG0004077	gene_4077
ENSG0004078	gene_4078
ENSG0004079	gene_4079
ENSG0004080	MT-4080
ENSG0004081	gene_4081
ENSG0004082	MT-4082
ENSG0004083	MT-4083
ENSG0004084	gene_4084
ENSG0004085	gene_4085
ENSG0004086	gene_4086
ENSG0004087	MT-4087
ENSG0004088	gene_4088
ENSG0004089	gene_4089
ENSG0004090	gene_4090
ENSG0004091	gene_4091
ENSG0004092	MT-4092
ENSG0004093	gene_4093
ENSG0004094	gene_4094
ENSG0004095	gene_4095
ENSG0004096	gene_4096
ENSG0004097	MT-4097
ENSG0004098	gene_4098
ENSG0004099	MT-4099
ENSG0004100	gene_4100
ENSG0004101	gene_4101
ENSG0004102	gene_4102
ENSG0004103	gene_4103
ENSG0004104	gene_4104
ENSG0004105	gene_4105
ENSG0004106	gene_4106
ENSG0004107	gene_4107
ENSG0004108	MT-4108
ENSG0004109	gene_4109
ENSG0004110	gene_4110
ENSG0004111	gene_4111
ENSG0004112	gene_4112
ENSG0004113	gene_4113
ENSG0004114	gene_4114
ENSG0004115	gene_4115
ENSG0004116	gene_4116
ENSG0004117	gene_4117
ENSG0004118	gene_4118
ENSG0004119	gene_4119
ENSG0004120	MT-4120
ENSG0004121	gene_4121
ENSG0004122	gene_4122
ENSG0004123	gene_4123
ENSG0004124	gene_4124
ENSG0004125	gene_4125
ENSG0004126	MT-4126
ENSG0004127	gene_4127
ENSG0004128	gene_4128
ENSG0004129	gene_4129
ENSG0004130	gene_4130
ENSG0004131	gene_4131
ENSG0004132	gene_4132
ENSG0004133	gene_4133
ENSG0004134	gene_4134
ENSG0004135	gene_4135
ENSG0004136	gene_4136
ENSG0004137	gene_4137
ENSG0004138	MT-4138
ENSG0004139	gene_4139
ENSG0004140	gene_4140
ENSG0004141	gene_4141
ENSG0004142	gene_4142
ENSG0004143	gene_4143
ENSG0004144	gene_4144
ENSG0004145	gene_4145
ENSG0004146	gene_4146
ENSG0004147	gene_4147
ENSG0004148	gene_4148
ENSG0004149	gene_4149
ENSG0004150	gene_4150
ENSG0004151	gene_4151
ENSG0004152	gene_4152
ENSG0004153	gene_4153
ENSG0004154	gene_4154
ENSG0004155	MT-4155
ENSG0004156	MT-4156
ENSG0004157	gene_4157
ENSG0004158	gene_4158
ENSG0004159	gene_4159
ENSG0004160	gene_4160
ENSG0004161	gene_4161
ENSG0004162	gene_4162
ENSG0004163	gene_4163
ENSG0004164	gene_4164
ENSG0004165	gene_4165
ENSG0004166	gene_4166
ENSG0004167	gene_4167
ENSG0004168	gene_4168
ENSG0004169	gene_4169
ENSG0004170	gene_4170
ENSG0004171	MT-4171
ENSG0004172	gene_4172
ENSG0004173	gene_4173
ENSG0004174	gene_4174
ENSG0004175	gene_4175
ENSG0004176	gene_4176
ENSG0004177	gene_4177
ENSG0004178	gene_4178
ENSG0004179	gene_4179
ENSG0004180	gene_4180
ENSG0004181	MT-4181
ENSG0004182	gene_4182
ENSG0004183	gene_4183
ENSG0004184	gene_4184
ENSG0004185	MT-4185
ENSG0004186	gene_4186
ENSG0004187	gene_4187
ENSG0004188	gene_4188
ENSG0004189	gene_4189
ENSG0004190	gene_4190
ENSG0004191	gene_4191
ENSG0004192	gene_4192
ENSG0004193	gene_4193
ENSG0004194	gene_4194
ENSG0004195	gene_4195
ENSG0004196	gene_4196
ENSG0004197	gene_4197
ENSG0004198	gene_4198
ENSG0004199	gene_4199
ENSG0004200	gene_4200
ENSG0004201	gene_4201
ENSG0004202	gene_4202
ENSG0004203	MT-4203
ENSG0004204	gene_4204
ENSG0004205	gene_4205
ENSG0004206	gene_4206
ENSG0004207	gene_4207
ENSG0004208	gene_4208
ENSG0004209	gene_4209
ENSG0004210	gene_4210
ENSG0004211	gene_4211
ENSG0004212	gene_4212
ENSG0004213	gene_4213
ENSG0004214	gene_4214
ENSG0004215	gene_4215
ENSG0004216	gene_4216
ENSG0004217	gene_4217
ENSG0004218	gene_4218
ENSG0004219	gene_4219
ENSG0004220	gene_4220
ENSG0004221	gene_4221
ENSG0004222	gene_4222
ENSG0004223	gene_4223
ENSG0004224	MT-4224
ENSG0004225	gene_4225
ENSG0004226	gene_4226
ENSG0004227	gene_4227
ENSG0004228	gene_4228
ENSG0004229	gene_4229
ENSG0004230	gene_4230
ENSG0004231	gene_4231
ENSG0004232	MT-4232
ENSG0004233	gene_4233
ENSG0004234	MT-4234
ENSG0004235	gene_4235
ENSG0004236	MT-4236
ENSG0004237	gene_4237
ENSG0004238	gene_4238
ENSG0004239	gene_4239
ENSG0004240	gene_4240
ENSG0004241	gene_4241
ENSG0004242	gene_4242
ENSG0004243	MT-4243
ENSG0004244	gene_4244
ENSG0004245	gene_4245
ENSG0004246	gene_4246
ENSG0004247	gene_4247
ENSG0004248	gene_4248
ENSG0004249	gene_4249
ENSG0004250	gene_4250
ENSG0004251	gene_4251
ENSG0004252	gene_4252
ENSG0004253	gene_4253
ENSG0004254	gene_4254
ENSG0004255	gene_4255
ENSG0004256	gene_4256
ENSG0004257	MT-4257
ENSG0004258	gene_4258
